Loaded 4000 images from jk_zfls/round0_train
Loaded 2400 images from jk_zfls/round0_eval
Epoch: 0, Batch: 0, Loss: 3.1024
Epoch: 0, Batch: 10, Loss: 1.0384
Epoch: 0, Batch: 20, Loss: 0.3496
Epoch: 0, Batch: 30, Loss: 0.1963

Incorrect predictions:
Sample 0: True label = 0, Predicted = 1
Sample 1218: True label = 12, Predicted = 4
Sample 1220: True label = 12, Predicted = 4
Sample 1221: True label = 12, Predicted = 4
Sample 1222: True label = 12, Predicted = 4
Sample 1223: True label = 12, Predicted = 4
Sample 1224: True label = 12, Predicted = 4
Sample 1225: True label = 12, Predicted = 4
Sample 1227: True label = 12, Predicted = 4
Sample 1228: True label = 12, Predicted = 4
Sample 1230: True label = 12, Predicted = 4
Sample 1231: True label = 12, Predicted = 4
Sample 1232: True label = 12, Predicted = 4
Sample 1233: True label = 12, Predicted = 10
Sample 1234: True label = 12, Predicted = 4
Sample 1235: True label = 12, Predicted = 4
Sample 1236: True label = 12, Predicted = 4
Sample 1237: True label = 12, Predicted = 4
Sample 1238: True label = 12, Predicted = 4
Sample 1239: True label = 12, Predicted = 4
Sample 1240: True label = 12, Predicted = 4
Sample 1241: True label = 12, Predicted = 4
Sample 1242: True label = 12, Predicted = 4
Sample 1243: True label = 12, Predicted = 4
Sample 1244: True label = 12, Predicted = 4
Sample 1245: True label = 12, Predicted = 4
Sample 1246: True label = 12, Predicted = 4
Sample 1247: True label = 12, Predicted = 4
Sample 1248: True label = 12, Predicted = 4
Sample 1249: True label = 12, Predicted = 4
Sample 1250: True label = 12, Predicted = 4
Sample 1251: True label = 12, Predicted = 4
Sample 1253: True label = 12, Predicted = 4
Sample 1254: True label = 12, Predicted = 4
Sample 1256: True label = 12, Predicted = 4
Sample 1257: True label = 12, Predicted = 18
Sample 1259: True label = 12, Predicted = 4
Sample 1260: True label = 12, Predicted = 4
Sample 1261: True label = 12, Predicted = 4
Sample 1262: True label = 12, Predicted = 4
Sample 1263: True label = 12, Predicted = 4
Sample 1264: True label = 12, Predicted = 4
Sample 1265: True label = 12, Predicted = 4
Sample 1266: True label = 12, Predicted = 4
Sample 1267: True label = 12, Predicted = 4
Sample 1268: True label = 12, Predicted = 4
Sample 1269: True label = 12, Predicted = 4
Sample 1270: True label = 12, Predicted = 18
Sample 1271: True label = 12, Predicted = 9
Sample 1272: True label = 12, Predicted = 18
Sample 1273: True label = 12, Predicted = 4
Sample 1276: True label = 12, Predicted = 4
Sample 1277: True label = 12, Predicted = 4
Sample 1279: True label = 12, Predicted = 4
Sample 1280: True label = 12, Predicted = 4
Sample 1282: True label = 12, Predicted = 4
Sample 1284: True label = 12, Predicted = 4
Sample 1285: True label = 12, Predicted = 4
Sample 1286: True label = 12, Predicted = 4
Sample 1287: True label = 12, Predicted = 4
Sample 1288: True label = 12, Predicted = 4
Sample 1289: True label = 12, Predicted = 4
Sample 1290: True label = 12, Predicted = 4
Sample 1291: True label = 12, Predicted = 4
Sample 1292: True label = 12, Predicted = 4
Sample 1293: True label = 12, Predicted = 18
Sample 1294: True label = 12, Predicted = 4
Sample 1295: True label = 12, Predicted = 4
Sample 1296: True label = 12, Predicted = 4
Sample 1297: True label = 12, Predicted = 4
Sample 1298: True label = 12, Predicted = 4
Sample 1299: True label = 12, Predicted = 18
Sample 1300: True label = 13, Predicted = 9
Sample 1301: True label = 13, Predicted = 9
Sample 1302: True label = 13, Predicted = 9
Sample 1303: True label = 13, Predicted = 9
Sample 1305: True label = 13, Predicted = 9
Sample 1306: True label = 13, Predicted = 9
Sample 1308: True label = 13, Predicted = 9
Sample 1309: True label = 13, Predicted = 18
Sample 1310: True label = 13, Predicted = 9
Sample 1311: True label = 13, Predicted = 9
Sample 1313: True label = 13, Predicted = 9
Sample 1314: True label = 13, Predicted = 9
Sample 1316: True label = 13, Predicted = 9
Sample 1317: True label = 13, Predicted = 9
Sample 1318: True label = 13, Predicted = 9
Sample 1319: True label = 13, Predicted = 9
Sample 1320: True label = 13, Predicted = 9
Sample 1321: True label = 13, Predicted = 9
Sample 1325: True label = 13, Predicted = 9
Sample 1326: True label = 13, Predicted = 9
Sample 1328: True label = 13, Predicted = 9
Sample 1329: True label = 13, Predicted = 9
Sample 1331: True label = 13, Predicted = 9
Sample 1332: True label = 13, Predicted = 9
Sample 1333: True label = 13, Predicted = 9
Sample 1335: True label = 13, Predicted = 9
Sample 1336: True label = 13, Predicted = 9
Sample 1337: True label = 13, Predicted = 9
Sample 1338: True label = 13, Predicted = 9
Sample 1339: True label = 13, Predicted = 9
Sample 1340: True label = 13, Predicted = 9
Sample 1341: True label = 13, Predicted = 9
Sample 1342: True label = 13, Predicted = 9
Sample 1343: True label = 13, Predicted = 9
Sample 1344: True label = 13, Predicted = 9
Sample 1346: True label = 13, Predicted = 4
Sample 1347: True label = 13, Predicted = 9
Sample 1349: True label = 13, Predicted = 9
Sample 1350: True label = 13, Predicted = 9
Sample 1351: True label = 13, Predicted = 9
Sample 1352: True label = 13, Predicted = 9
Sample 1353: True label = 13, Predicted = 9
Sample 1354: True label = 13, Predicted = 9
Sample 1355: True label = 13, Predicted = 9
Sample 1356: True label = 13, Predicted = 9
Sample 1358: True label = 13, Predicted = 9
Sample 1359: True label = 13, Predicted = 9
Sample 1360: True label = 13, Predicted = 9
Sample 1361: True label = 13, Predicted = 9
Sample 1362: True label = 13, Predicted = 9
Sample 1363: True label = 13, Predicted = 9
Sample 1366: True label = 13, Predicted = 9
Sample 1367: True label = 13, Predicted = 9
Sample 1368: True label = 13, Predicted = 9
Sample 1369: True label = 13, Predicted = 9
Sample 1370: True label = 13, Predicted = 9
Sample 1372: True label = 13, Predicted = 9
Sample 1373: True label = 13, Predicted = 18
Sample 1374: True label = 13, Predicted = 9
Sample 1375: True label = 13, Predicted = 9
Sample 1376: True label = 13, Predicted = 9
Sample 1377: True label = 13, Predicted = 9
Sample 1378: True label = 13, Predicted = 9
Sample 1380: True label = 13, Predicted = 18
Sample 1381: True label = 13, Predicted = 9
Sample 1383: True label = 13, Predicted = 9
Sample 1384: True label = 13, Predicted = 9
Sample 1386: True label = 13, Predicted = 9
Sample 1387: True label = 13, Predicted = 9
Sample 1389: True label = 13, Predicted = 9
Sample 1390: True label = 13, Predicted = 9
Sample 1391: True label = 13, Predicted = 9
Sample 1393: True label = 13, Predicted = 9
Sample 1394: True label = 13, Predicted = 9
Sample 1395: True label = 13, Predicted = 9
Sample 1398: True label = 13, Predicted = 9
Sample 1399: True label = 13, Predicted = 9
Sample 1400: True label = 14, Predicted = 15
Sample 1401: True label = 14, Predicted = 15
Sample 1402: True label = 14, Predicted = 15
Sample 1404: True label = 14, Predicted = 15
Sample 1405: True label = 14, Predicted = 15
Sample 1406: True label = 14, Predicted = 15
Sample 1407: True label = 14, Predicted = 15
Sample 1408: True label = 14, Predicted = 15
Sample 1409: True label = 14, Predicted = 15
Sample 1410: True label = 14, Predicted = 15
Sample 1411: True label = 14, Predicted = 15
Sample 1412: True label = 14, Predicted = 15
Sample 1413: True label = 14, Predicted = 15
Sample 1414: True label = 14, Predicted = 15
Sample 1415: True label = 14, Predicted = 15
Sample 1416: True label = 14, Predicted = 15
Sample 1417: True label = 14, Predicted = 15
Sample 1418: True label = 14, Predicted = 15
Sample 1419: True label = 14, Predicted = 15
Sample 1420: True label = 14, Predicted = 15
Sample 1421: True label = 14, Predicted = 15
Sample 1423: True label = 14, Predicted = 15
Sample 1424: True label = 14, Predicted = 15
Sample 1425: True label = 14, Predicted = 15
Sample 1426: True label = 14, Predicted = 15
Sample 1427: True label = 14, Predicted = 15
Sample 1429: True label = 14, Predicted = 15
Sample 1430: True label = 14, Predicted = 15
Sample 1431: True label = 14, Predicted = 15
Sample 1432: True label = 14, Predicted = 15
Sample 1433: True label = 14, Predicted = 15
Sample 1434: True label = 14, Predicted = 15
Sample 1435: True label = 14, Predicted = 15
Sample 1436: True label = 14, Predicted = 15
Sample 1437: True label = 14, Predicted = 15
Sample 1439: True label = 14, Predicted = 15
Sample 1441: True label = 14, Predicted = 15
Sample 1442: True label = 14, Predicted = 15
Sample 1443: True label = 14, Predicted = 15
Sample 1444: True label = 14, Predicted = 15
Sample 1445: True label = 14, Predicted = 15
Sample 1446: True label = 14, Predicted = 15
Sample 1447: True label = 14, Predicted = 15
Sample 1448: True label = 14, Predicted = 15
Sample 1449: True label = 14, Predicted = 15
Sample 1450: True label = 14, Predicted = 15
Sample 1451: True label = 14, Predicted = 15
Sample 1452: True label = 14, Predicted = 15
Sample 1454: True label = 14, Predicted = 15
Sample 1455: True label = 14, Predicted = 15
Sample 1456: True label = 14, Predicted = 15
Sample 1457: True label = 14, Predicted = 15
Sample 1458: True label = 14, Predicted = 15
Sample 1459: True label = 14, Predicted = 15
Sample 1460: True label = 14, Predicted = 15
Sample 1461: True label = 14, Predicted = 15
Sample 1462: True label = 14, Predicted = 15
Sample 1463: True label = 14, Predicted = 15
Sample 1464: True label = 14, Predicted = 15
Sample 1465: True label = 14, Predicted = 15
Sample 1466: True label = 14, Predicted = 15
Sample 1467: True label = 14, Predicted = 15
Sample 1468: True label = 14, Predicted = 15
Sample 1469: True label = 14, Predicted = 15
Sample 1470: True label = 14, Predicted = 15
Sample 1471: True label = 14, Predicted = 15
Sample 1472: True label = 14, Predicted = 15
Sample 1473: True label = 14, Predicted = 15
Sample 1474: True label = 14, Predicted = 15
Sample 1475: True label = 14, Predicted = 15
Sample 1476: True label = 14, Predicted = 15
Sample 1477: True label = 14, Predicted = 15
Sample 1478: True label = 14, Predicted = 15
Sample 1479: True label = 14, Predicted = 15
Sample 1480: True label = 14, Predicted = 15
Sample 1481: True label = 14, Predicted = 15
Sample 1482: True label = 14, Predicted = 15
Sample 1483: True label = 14, Predicted = 15
Sample 1484: True label = 14, Predicted = 15
Sample 1485: True label = 14, Predicted = 15
Sample 1486: True label = 14, Predicted = 15
Sample 1487: True label = 14, Predicted = 15
Sample 1488: True label = 14, Predicted = 15
Sample 1489: True label = 14, Predicted = 15
Sample 1490: True label = 14, Predicted = 15
Sample 1491: True label = 14, Predicted = 15
Sample 1493: True label = 14, Predicted = 15
Sample 1495: True label = 14, Predicted = 15
Sample 1496: True label = 14, Predicted = 15
Sample 1497: True label = 14, Predicted = 15
Sample 1498: True label = 14, Predicted = 15
Sample 1499: True label = 14, Predicted = 15
Sample 1579: True label = 15, Predicted = 9
Sample 1601: True label = 16, Predicted = 5
Sample 1604: True label = 16, Predicted = 7
Sample 1605: True label = 16, Predicted = 5
Sample 1607: True label = 16, Predicted = 5
Sample 1608: True label = 16, Predicted = 5
Sample 1609: True label = 16, Predicted = 7
Sample 1611: True label = 16, Predicted = 7
Sample 1616: True label = 16, Predicted = 5
Sample 1617: True label = 16, Predicted = 5
Sample 1618: True label = 16, Predicted = 5
Sample 1620: True label = 16, Predicted = 7
Sample 1621: True label = 16, Predicted = 5
Sample 1622: True label = 16, Predicted = 7
Sample 1623: True label = 16, Predicted = 5
Sample 1624: True label = 16, Predicted = 5
Sample 1626: True label = 16, Predicted = 7
Sample 1627: True label = 16, Predicted = 18
Sample 1628: True label = 16, Predicted = 5
Sample 1629: True label = 16, Predicted = 7
Sample 1630: True label = 16, Predicted = 18
Sample 1632: True label = 16, Predicted = 7
Sample 1633: True label = 16, Predicted = 18
Sample 1634: True label = 16, Predicted = 4
Sample 1635: True label = 16, Predicted = 5
Sample 1637: True label = 16, Predicted = 5
Sample 1640: True label = 16, Predicted = 18
Sample 1642: True label = 16, Predicted = 7
Sample 1644: True label = 16, Predicted = 5
Sample 1645: True label = 16, Predicted = 5
Sample 1648: True label = 16, Predicted = 6
Sample 1650: True label = 16, Predicted = 5
Sample 1654: True label = 16, Predicted = 6
Sample 1656: True label = 16, Predicted = 5
Sample 1657: True label = 16, Predicted = 5
Sample 1660: True label = 16, Predicted = 7
Sample 1662: True label = 16, Predicted = 7
Sample 1663: True label = 16, Predicted = 5
Sample 1666: True label = 16, Predicted = 5
Sample 1668: True label = 16, Predicted = 7
Sample 1670: True label = 16, Predicted = 4
Sample 1672: True label = 16, Predicted = 5
Sample 1673: True label = 16, Predicted = 18
Sample 1674: True label = 16, Predicted = 7
Sample 1675: True label = 16, Predicted = 5
Sample 1677: True label = 16, Predicted = 18
Sample 1678: True label = 16, Predicted = 5
Sample 1679: True label = 16, Predicted = 7
Sample 1680: True label = 16, Predicted = 5
Sample 1683: True label = 16, Predicted = 7
Sample 1684: True label = 16, Predicted = 4
Sample 1685: True label = 16, Predicted = 18
Sample 1688: True label = 16, Predicted = 7
Sample 1689: True label = 16, Predicted = 5
Sample 1690: True label = 16, Predicted = 7
Sample 1691: True label = 16, Predicted = 5
Sample 1693: True label = 16, Predicted = 4
Sample 1694: True label = 16, Predicted = 7
Sample 1695: True label = 16, Predicted = 5
Sample 1700: True label = 17, Predicted = 11
Sample 1702: True label = 17, Predicted = 14
Sample 1703: True label = 17, Predicted = 15
Sample 1707: True label = 17, Predicted = 18
Sample 1708: True label = 17, Predicted = 5
Sample 1710: True label = 17, Predicted = 15
Sample 1712: True label = 17, Predicted = 2
Sample 1723: True label = 17, Predicted = 11
Sample 1724: True label = 17, Predicted = 5
Sample 1729: True label = 17, Predicted = 2
Sample 1735: True label = 17, Predicted = 11
Sample 1739: True label = 17, Predicted = 18
Sample 1741: True label = 17, Predicted = 15
Sample 1743: True label = 17, Predicted = 5
Sample 1746: True label = 17, Predicted = 5
Sample 1747: True label = 17, Predicted = 5
Sample 1749: True label = 17, Predicted = 5
Sample 1754: True label = 17, Predicted = 11
Sample 1755: True label = 17, Predicted = 5
Sample 1756: True label = 17, Predicted = 11
Sample 1757: True label = 17, Predicted = 5
Sample 1759: True label = 17, Predicted = 5
Sample 1760: True label = 17, Predicted = 5
Sample 1761: True label = 17, Predicted = 5
Sample 1769: True label = 17, Predicted = 5
Sample 1771: True label = 17, Predicted = 5
Sample 1773: True label = 17, Predicted = 5
Sample 1776: True label = 17, Predicted = 5
Sample 1778: True label = 17, Predicted = 5
Sample 1779: True label = 17, Predicted = 5
Sample 1782: True label = 17, Predicted = 5
Sample 1785: True label = 17, Predicted = 14
Sample 1788: True label = 17, Predicted = 4
Sample 1790: True label = 17, Predicted = 5
Sample 1791: True label = 17, Predicted = 5
Sample 1792: True label = 17, Predicted = 11
Sample 1794: True label = 17, Predicted = 5
Sample 1795: True label = 17, Predicted = 14
Sample 1797: True label = 17, Predicted = 5
Sample 1798: True label = 17, Predicted = 11
Sample 1801: True label = 18, Predicted = 9
Sample 1802: True label = 18, Predicted = 4
Sample 1805: True label = 18, Predicted = 9
Sample 1809: True label = 18, Predicted = 9
Sample 1813: True label = 18, Predicted = 9
Sample 1814: True label = 18, Predicted = 9
Sample 1815: True label = 18, Predicted = 4
Sample 1823: True label = 18, Predicted = 4
Sample 1829: True label = 18, Predicted = 9
Sample 1830: True label = 18, Predicted = 4
Sample 1836: True label = 18, Predicted = 9
Sample 1838: True label = 18, Predicted = 9
Sample 1842: True label = 18, Predicted = 9
Sample 1848: True label = 18, Predicted = 4
Sample 1849: True label = 18, Predicted = 9
Sample 1850: True label = 18, Predicted = 9
Sample 1861: True label = 18, Predicted = 9
Sample 1864: True label = 18, Predicted = 9
Sample 1870: True label = 18, Predicted = 9
Sample 1879: True label = 18, Predicted = 9
Sample 1881: True label = 18, Predicted = 9
Sample 1882: True label = 18, Predicted = 4
Sample 1886: True label = 18, Predicted = 4
Sample 1888: True label = 18, Predicted = 9
Sample 1890: True label = 18, Predicted = 9
Sample 1892: True label = 18, Predicted = 4
Sample 1895: True label = 18, Predicted = 4
Sample 1896: True label = 18, Predicted = 4
Sample 1899: True label = 18, Predicted = 9
Sample 1904: True label = 19, Predicted = 15
Sample 1906: True label = 19, Predicted = 15
Sample 1907: True label = 19, Predicted = 15
Sample 1910: True label = 19, Predicted = 15
Sample 1917: True label = 19, Predicted = 2
Sample 1931: True label = 19, Predicted = 15
Sample 1946: True label = 19, Predicted = 2
Sample 1950: True label = 19, Predicted = 2
Sample 1954: True label = 19, Predicted = 2
Sample 1964: True label = 19, Predicted = 2
Sample 1968: True label = 19, Predicted = 15
Sample 1975: True label = 19, Predicted = 15
Sample 1976: True label = 19, Predicted = 2
Sample 1990: True label = 19, Predicted = 15
Sample 1993: True label = 19, Predicted = 15
[{'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 101}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 102}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 103}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 105}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 106}, {'batch': 0, 'true_label': 1, 'predicted': 18, 'sample_idx': 107}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 108}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 109}, {'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 110}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 111}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 114}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 115}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 117}, {'batch': 0, 'true_label': 1, 'predicted': 9, 'sample_idx': 118}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 119}, {'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 120}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 121}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 122}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 124}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 125}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 126}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 127}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 129}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 130}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 131}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 132}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 133}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 134}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 135}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 136}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 137}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 139}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 140}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 141}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 142}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 143}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 144}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 147}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 149}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 150}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 152}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 153}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 154}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 155}, {'batch': 1, 'true_label': 1, 'predicted': 15, 'sample_idx': 156}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 157}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 158}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 159}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 160}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 161}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 162}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 163}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 164}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 165}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 166}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 167}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 168}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 169}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 170}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 171}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 172}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 173}, {
Epoch 1:
Train Loss = 0.0896, Train Accuracy = 98.33%
Val Loss = 1.3634, Val Accuracy = 61.60%
Saved best model at epoch 1
Epoch: 2, Batch: 0, Loss: 0.0446
Epoch: 2, Batch: 10, Loss: 0.0184
Epoch: 2, Batch: 20, Loss: 0.0258
Epoch: 2, Batch: 30, Loss: 0.0190

Incorrect predictions:
Sample 10: True label = 0, Predicted = 16
Sample 12: True label = 0, Predicted = 1
Sample 16: True label = 0, Predicted = 16
Sample 21: True label = 0, Predicted = 16
Sample 26: True label = 0, Predicted = 16
Sample 31: True label = 0, Predicted = 16
Sample 36: True label = 0, Predicted = 16
Sample 51: True label = 0, Predicted = 16
Sample 53: True label = 0, Predicted = 1
Sample 61: True label = 0, Predicted = 16
Sample 62: True label = 0, Predicted = 16
Sample 65: True label = 0, Predicted = 1
Sample 72: True label = 0, Predicted = 16
Sample 73: True label = 0, Predicted = 16
Sample 76: True label = 0, Predicted = 16
Sample 100: True label = 1, Predicted = 16
Sample 101: True label = 1, Predicted = 16
Sample 102: True label = 1, Predicted = 16
Sample 103: True label = 1, Predicted = 16
Sample 104: True label = 1, Predicted = 16
Sample 105: True label = 1, Predicted = 16
Sample 106: True label = 1, Predicted = 16
Sample 107: True label = 1, Predicted = 16
Sample 108: True label = 1, Predicted = 16
Sample 109: True label = 1, Predicted = 16
Sample 110: True label = 1, Predicted = 16
Sample 111: True label = 1, Predicted = 16
Sample 112: True label = 1, Predicted = 16
Sample 113: True label = 1, Predicted = 16
Sample 114: True label = 1, Predicted = 16
Sample 115: True label = 1, Predicted = 16
Sample 116: True label = 1, Predicted = 16
Sample 117: True label = 1, Predicted = 16
Sample 118: True label = 1, Predicted = 16
Sample 119: True label = 1, Predicted = 16
Sample 120: True label = 1, Predicted = 12
Sample 121: True label = 1, Predicted = 16
Sample 122: True label = 1, Predicted = 16
Sample 123: True label = 1, Predicted = 16
Sample 124: True label = 1, Predicted = 12
Sample 125: True label = 1, Predicted = 16
Sample 126: True label = 1, Predicted = 16
Sample 127: True label = 1, Predicted = 16
Sample 128: True label = 1, Predicted = 16
Sample 129: True label = 1, Predicted = 16
Sample 130: True label = 1, Predicted = 16
Sample 131: True label = 1, Predicted = 16
Sample 132: True label = 1, Predicted = 16
Sample 133: True label = 1, Predicted = 16
Sample 134: True label = 1, Predicted = 12
Sample 135: True label = 1, Predicted = 16
Sample 136: True label = 1, Predicted = 16
Sample 137: True label = 1, Predicted = 16
Sample 138: True label = 1, Predicted = 16
Sample 139: True label = 1, Predicted = 16
Sample 140: True label = 1, Predicted = 16
Sample 141: True label = 1, Predicted = 16
Sample 142: True label = 1, Predicted = 16
Sample 143: True label = 1, Predicted = 16
Sample 144: True label = 1, Predicted = 16
Sample 145: True label = 1, Predicted = 16
Sample 146: True label = 1, Predicted = 16
Sample 147: True label = 1, Predicted = 16
Sample 148: True label = 1, Predicted = 16
Sample 149: True label = 1, Predicted = 16
Sample 150: True label = 1, Predicted = 16
Sample 151: True label = 1, Predicted = 16
Sample 152: True label = 1, Predicted = 16
Sample 153: True label = 1, Predicted = 16
Sample 154: True label = 1, Predicted = 16
Sample 155: True label = 1, Predicted = 16
Sample 156: True label = 1, Predicted = 16
Sample 157: True label = 1, Predicted = 16
Sample 158: True label = 1, Predicted = 16
Sample 159: True label = 1, Predicted = 16
Sample 160: True label = 1, Predicted = 16
Sample 161: True label = 1, Predicted = 16
Sample 162: True label = 1, Predicted = 16
Sample 163: True label = 1, Predicted = 16
Sample 164: True label = 1, Predicted = 12
Sample 165: True label = 1, Predicted = 16
Sample 166: True label = 1, Predicted = 16
Sample 167: True label = 1, Predicted = 16
Sample 168: True label = 1, Predicted = 16
Sample 169: True label = 1, Predicted = 16
Sample 170: True label = 1, Predicted = 16
Sample 171: True label = 1, Predicted = 16
Sample 172: True label = 1, Predicted = 16
Sample 173: True label = 1, Predicted = 16
Sample 174: True label = 1, Predicted = 16
Sample 175: True label = 1, Predicted = 16
Sample 176: True label = 1, Predicted = 16
Sample 177: True label = 1, Predicted = 16
Sample 178: True label = 1, Predicted = 16
Sample 179: True label = 1, Predicted = 16
Sample 180: True label = 1, Predicted = 16
Sample 181: True label = 1, Predicted = 16
Sample 182: True label = 1, Predicted = 16
Sample 183: True label = 1, Predicted = 16
Sample 184: True label = 1, Predicted = 16
Sample 185: True label = 1, Predicted = 16
Sample 186: True label = 1, Predicted = 16
Sample 187: True label = 1, Predicted = 16
Sample 188: True label = 1, Predicted = 16
Sample 189: True label = 1, Predicted = 16
Sample 190: True label = 1, Predicted = 16
Sample 191: True label = 1, Predicted = 16
Sample 192: True label = 1, Predicted = 16
Sample 193: True label = 1, Predicted = 12
Sample 194: True label = 1, Predicted = 16
Sample 195: True label = 1, Predicted = 16
Sample 196: True label = 1, Predicted = 16
Sample 197: True label = 1, Predicted = 16
Sample 198: True label = 1, Predicted = 16
Sample 199: True label = 1, Predicted = 16
Sample 200: True label = 2, Predicted = 16
Sample 202: True label = 2, Predicted = 4
Sample 203: True label = 2, Predicted = 16
Sample 204: True label = 2, Predicted = 16
Sample 208: True label = 2, Predicted = 16
Sample 210: True label = 2, Predicted = 16
Sample 211: True label = 2, Predicted = 16
Sample 212: True label = 2, Predicted = 16
Sample 213: True label = 2, Predicted = 16
Sample 214: True label = 2, Predicted = 16
Sample 215: True label = 2, Predicted = 4
Sample 216: True label = 2, Predicted = 16
Sample 217: True label = 2, Predicted = 16
Sample 218: True label = 2, Predicted = 4
Sample 221: True label = 2, Predicted = 16
Sample 222: True label = 2, Predicted = 4
Sample 223: True label = 2, Predicted = 4
Sample 224: True label = 2, Predicted = 16
Sample 225: True label = 2, Predicted = 16
Sample 226: True label = 2, Predicted = 4
Sample 227: True label = 2, Predicted = 12
Sample 228: True label = 2, Predicted = 4
Sample 229: True label = 2, Predicted = 16
Sample 231: True label = 2, Predicted = 4
Sample 234: True label = 2, Predicted = 16
Sample 237: True label = 2, Predicted = 16
Sample 239: True label = 2, Predicted = 16
Sample 240: True label = 2, Predicted = 16
Sample 242: True label = 2, Predicted = 16
Sample 243: True label = 2, Predicted = 16
Sample 244: True label = 2, Predicted = 16
Sample 245: True label = 2, Predicted = 16
Sample 247: True label = 2, Predicted = 16
Sample 249: True label = 2, Predicted = 4
Sample 250: True label = 2, Predicted = 16
Sample 251: True label = 2, Predicted = 16
Sample 253: True label = 2, Predicted = 4
Sample 254: True label = 2, Predicted = 4
Sample 255: True label = 2, Predicted = 16
Sample 257: True label = 2, Predicted = 16
Sample 258: True label = 2, Predicted = 4
Sample 259: True label = 2, Predicted = 16
Sample 260: True label = 2, Predicted = 4
Sample 261: True label = 2, Predicted = 16
Sample 263: True label = 2, Predicted = 16
Sample 264: True label = 2, Predicted = 4
Sample 266: True label = 2, Predicted = 4
